63360 126216 
20907 21127 19 
21126 21127 14 
20908 21128 17 
21127 21128 13 
20909 21129 18 
21128 21129 18 
20910 21130 12 
21129 21130 18 
20911 21131 16 
21130 21131 14 
20912 21132 17 
21131 21132 17 
20913 21133 11 
21132 21133 17 
20914 21134 15 
21133 21134 16 
20915 21135 18 
21134 21135 10 
20916 21136 18 
21135 21136 12 
20917 21137 18 
21136 21137 10 
20918 21138 13 
21137 21138 11 
20919 21139 16 
21138 21139 11 
20920 21140 13 
21139 21140 15 
20921 21141 15 
21140 21141 20 
20922 21142 16 
21141 21142 20 
20923 21143 17 
21142 21143 16 
20924 21144 11 
21143 21144 12 
20925 21145 20 
21144 21145 11 
20926 21146 11 
21145 21146 11 
20927 21147 12 
21146 21147 19 
20928 21148 16 
21147 21148 15 
20929 21149 10 
21148 21149 18 
20930 21150 19 
21149 21150 12 
20931 21151 14 
21150 21151 19 
20932 21152 11 
21151 21152 18 
20933 21153 18 
21152 21153 20 
20934 21154 19 
21153 21154 10 
20935 21155 17 
21154 21155 15 
20936 21156 18 
21155 21156 10 
20937 21157 20 
21156 21157 10 
20938 21158 10 
21157 21158 13 
20939 21159 15 
21158 21159 14 
20940 21160 19 
21159 21160 10 
20941 21161 18 
21160 21161 12 
20942 21162 10 
21161 21162 15 
20943 21163 16 
21162 21163 17 
20944 21164 16 
21163 21164 18 
20945 21165 12 
21164 21165 15 
20946 21166 16 
21165 21166 14 
20947 21167 16 
21166 21167 14 
20948 21168 20 
21167 21168 10 
20949 21169 11 
21168 21169 10 
20950 21170 18 
21169 21170 18 
20951 21171 11 
21170 21171 17 
20952 21172 17 
21171 21172 17 
20953 21173 16 
21172 21173 18 
20954 21174 18 
21173 21174 13 
20955 21175 18 
21174 21175 16 
20956 21176 13 
21175 21176 18 
20957 21177 14 
21176 21177 18 
20958 21178 13 
21177 21178 13 
20959 21179 20 
21178 21179 13 
20960 21180 15 
21179 21180 20 
20961 21181 17 
21180 21181 14 
20962 21182 12 
21181 21182 11 
20963 21183 20 
21182 21183 10 
20964 21184 12 
21183 21184 19 
20965 21185 20 
21184 21185 18 
20966 21186 12 
21185 21186 11 
20967 21187 12 
21186 21187 10 
20968 21188 11 
21187 21188 18 
20969 21189 19 
21188 21189 16 
20970 21190 17 
21189 21190 11 
20971 21191 17 
21190 21191 11 
20972 21192 20 
21191 21192 14 
20973 21193 13 
21192 21193 16 
20974 21194 12 
21193 21194 14 
20975 21195 13 
21194 21195 15 
20976 21196 14 
21195 21196 16 
20977 21197 17 
21196 21197 20 
20978 21198 11 
21197 21198 17 
20979 21199 13 
21198 21199 15 
20980 21200 11 
21199 21200 16 
20981 21201 16 
21200 21201 16 
20982 21202 11 
21201 21202 13 
20983 21203 20 
21202 21203 17 
20984 21204 10 
21203 21204 11 
20985 21205 13 
21204 21205 15 
20986 21206 16 
21205 21206 19 
20987 21207 18 
21206 21207 13 
20988 21208 13 
21207 21208 10 
20989 21209 14 
21208 21209 10 
20990 21210 13 
21209 21210 16 
20991 21211 20 
21210 21211 17 
20992 21212 18 
21211 21212 15 
20993 21213 18 
21212 21213 10 
20994 21214 19 
21213 21214 11 
20995 21215 10 
21214 21215 10 
20996 21216 10 
21215 21216 11 
20997 21217 20 
21216 21217 17 
20998 21218 11 
21217 21218 15 
20999 21219 14 
21218 21219 10 
21000 21220 12 
21219 21220 12 
21001 21221 16 
21220 21221 20 
21002 21222 14 
21221 21222 16 
21003 21223 13 
21222 21223 16 
21004 21224 14 
21223 21224 16 
21005 21225 13 
21224 21225 15 
21006 21226 14 
21225 21226 10 
21007 21227 16 
21226 21227 14 
21008 21228 14 
21227 21228 20 
21009 21229 20 
21228 21229 11 
21010 21230 13 
21229 21230 20 
21011 21231 15 
21230 21231 19 
21012 21232 20 
21231 21232 15 
21013 21233 15 
21232 21233 13 
21014 21234 16 
21233 21234 11 
21015 21235 20 
21234 21235 19 
21016 21236 12 
21235 21236 14 
21017 21237 17 
21236 21237 16 
21018 21238 20 
21237 21238 17 
21019 21239 12 
21238 21239 19 
21020 21240 11 
21239 21240 14 
21021 21241 12 
21240 21241 15 
21022 21242 12 
21241 21242 13 
21023 21243 15 
21242 21243 18 
21024 21244 11 
21243 21244 14 
21025 21245 19 
21244 21245 12 
21026 21246 20 
21245 21246 16 
21027 21247 15 
21246 21247 15 
21028 21248 11 
21247 21248 12 
21029 21249 18 
21248 21249 19 
21030 21250 20 
21249 21250 14 
21031 21251 14 
21250 21251 14 
21032 21252 18 
21033 21253 16 
21252 21253 15 
21034 21254 18 
21253 21254 12 
21035 21255 16 
21254 21255 11 
21036 21256 11 
21255 21256 17 
21037 21257 10 
21256 21257 12 
21038 21258 14 
21257 21258 11 
21039 21259 19 
21258 21259 11 
21040 21260 14 
21259 21260 17 
21041 21261 15 
21260 21261 13 
21042 21262 15 
21261 21262 16 
21043 21263 19 
21262 21263 19 
21044 21264 14 
21263 21264 19 
21045 21265 13 
21264 21265 13 
21046 21266 18 
21265 21266 17 
21047 21267 10 
21266 21267 17 
21048 21268 17 
21267 21268 14 
21049 21269 15 
21268 21269 16 
21050 21270 13 
21269 21270 12 
21051 21271 20 
21270 21271 14 
21052 21272 11 
21271 21272 10 
21053 21273 19 
21272 21273 20 
21054 21274 17 
21273 21274 10 
21055 21275 12 
21274 21275 17 
21056 21276 16 
21275 21276 13 
21057 21277 13 
21276 21277 16 
21058 21278 12 
21277 21278 11 
21059 21279 19 
21278 21279 18 
21060 21280 17 
21279 21280 17 
21061 21281 16 
21280 21281 15 
21062 21282 17 
21281 21282 14 
21063 21283 12 
21282 21283 20 
61379 21283 14 
61340 21283 13 
61390 21284 16 
61347 21284 14 
61306 21284 18 
61389 21285 18 
21284 21285 20 
61388 21286 13 
21285 21286 12 
61387 21287 12 
21286 21287 19 
61386 21288 12 
21287 21288 13 
61385 21289 10 
21288 21289 10 
61384 21290 11 
21289 21290 14 
61346 21290 19 
21066 21291 19 
61343 21291 16 
61304 21291 20 
21067 21292 11 
21291 21292 13 
61303 21292 19 
21068 21293 11 
21292 21293 16 
61302 21293 16 
21069 21294 14 
21293 21294 13 
21070 21295 12 
21294 21295 19 
21071 21296 13 
21295 21296 20 
61342 21296 20 
21072 21297 17 
61341 21297 15 
21073 21298 16 
21297 21298 20 
21074 21299 17 
21298 21299 20 
21075 21300 17 
21299 21300 18 
21076 21301 10 
21300 21301 13 
21077 21302 12 
21301 21302 20 
21078 21303 12 
21302 21303 11 
21079 21304 18 
21303 21304 14 
21080 21305 12 
21304 21305 15 
21081 21306 18 
21305 21306 16 
21082 21307 19 
21306 21307 18 
21083 21308 18 
21307 21308 13 
21084 21309 14 
21308 21309 11 
21085 21310 17 
21309 21310 11 
21086 21311 10 
21310 21311 16 
21087 21312 17 
21311 21312 12 
21088 21313 16 
21312 21313 12 
21089 21314 13 
21313 21314 20 
21090 21315 17 
21314 21315 15 
21091 21316 12 
21315 21316 19 
21092 21317 16 
21316 21317 18 
21093 21318 12 
21317 21318 17 
21094 21319 20 
21318 21319 13 
21095 21320 10 
21319 21320 18 
21096 21321 18 
21320 21321 13 
21097 21322 12 
21321 21322 19 
21098 21323 19 
21322 21323 11 
21099 21324 14 
21323 21324 18 
21100 21325 10 
21324 21325 17 
21101 21326 14 
21325 21326 12 
21102 21327 18 
21326 21327 10 
21103 21328 10 
21327 21328 17 
21104 21329 13 
21328 21329 11 
21105 21330 11 
21329 21330 18 
21106 21331 18 
21330 21331 17 
21107 21332 14 
21331 21332 20 
21108 21333 13 
21332 21333 12 
21109 21334 17 
21333 21334 19 
21110 21335 18 
21334 21335 18 
21111 21336 14 
21335 21336 10 
21112 21337 12 
21336 21337 10 
21113 21338 10 
21337 21338 10 
21114 21339 20 
21338 21339 19 
21115 21340 11 
21339 21340 20 
21116 21341 13 
21340 21341 20 
21117 21342 13 
21341 21342 18 
21118 21343 15 
21342 21343 10 
21119 21344 18 
21343 21344 12 
21120 21345 16 
21344 21345 18 
21121 21346 15 
21345 21346 14 
21122 21347 18 
21346 21347 19 
21123 21348 12 
21347 21348 14 
21124 21349 13 
21348 21349 15 
21125 21350 12 
21349 21350 11 
21126 21351 20 
21350 21351 13 
21127 21352 17 
21351 21352 11 
21128 21353 11 
21352 21353 15 
21129 21354 15 
21353 21354 17 
21130 21355 13 
21354 21355 16 
21131 21356 18 
21355 21356 11 
21132 21357 13 
21356 21357 13 
21133 21358 15 
21357 21358 16 
21134 21359 15 
21358 21359 16 
21135 21360 17 
21359 21360 15 
21136 21361 11 
21360 21361 16 
21137 21362 19 
21361 21362 10 
21138 21363 16 
21362 21363 10 
21139 21364 11 
21363 21364 11 
21140 21365 10 
21364 21365 18 
21141 21366 14 
21365 21366 17 
21142 21367 13 
21366 21367 12 
21143 21368 15 
21367 21368 20 
21144 21369 16 
21368 21369 11 
21145 21370 20 
21369 21370 15 
21146 21371 19 
21370 21371 10 
21147 21372 12 
21371 21372 11 
21148 21373 10 
21372 21373 18 
21149 21374 15 
21373 21374 13 
21150 21375 14 
21374 21375 11 
21151 21376 16 
21375 21376 17 
21152 21377 19 
21376 21377 15 
21153 21378 16 
21377 21378 14 
21154 21379 14 
21378 21379 13 
21155 21380 19 
21379 21380 16 
21156 21381 20 
21380 21381 12 
21157 21382 14 
21381 21382 16 
21158 21383 16 
21382 21383 13 
21159 21384 19 
21383 21384 12 
21160 21385 15 
21384 21385 10 
21161 21386 13 
21385 21386 11 
21162 21387 11 
21386 21387 14 
21163 21388 14 
21387 21388 16 
21164 21389 15 
21388 21389 11 
21165 21390 17 
21389 21390 15 
21166 21391 20 
21390 21391 10 
21167 21392 12 
21391 21392 16 
21168 21393 18 
21392 21393 12 
21169 21394 12 
21393 21394 17 
21170 21395 10 
21394 21395 19 
21171 21396 14 
21395 21396 15 
21172 21397 11 
21396 21397 11 
21173 21398 16 
21397 21398 14 
21174 21399 17 
21398 21399 19 
21175 21400 11 
21399 21400 12 
21176 21401 15 
21400 21401 14 
21177 21402 16 
21401 21402 11 
21178 21403 13 
21402 21403 10 
21179 21404 14 
21403 21404 19 
21180 21405 17 
21404 21405 20 
21181 21406 20 
21405 21406 18 
21182 21407 19 
21406 21407 14 
21183 21408 14 
21407 21408 15 
21184 21409 15 
21408 21409 13 
21185 21410 16 
21409 21410 17 
21186 21411 19 
21410 21411 12 
21187 21412 11 
21411 21412 11 
21188 21413 18 
21412 21413 16 
21189 21414 20 
21413 21414 19 
21190 21415 14 
21414 21415 20 
21191 21416 16 
21415 21416 13 
21192 21417 18 
21416 21417 20 
21193 21418 11 
21417 21418 16 
21194 21419 11 
21418 21419 17 
21195 21420 16 
21419 21420 17 
21196 21421 15 
21420 21421 20 
21197 21422 18 
21421 21422 18 
21198 21423 19 
21422 21423 16 
21199 21424 10 
21423 21424 13 
21200 21425 16 
21424 21425 13 
21201 21426 20 
21425 21426 14 
21202 21427 13 
21426 21427 12 
21203 21428 11 
21427 21428 20 
21204 21429 17 
21428 21429 18 
21205 21430 16 
21429 21430 11 
21206 21431 17 
21430 21431 15 
21207 21432 11 
21431 21432 10 
21208 21433 11 
21432 21433 19 
21209 21434 10 
21433 21434 14 
21210 21435 18 
21434 21435 17 
21211 21436 10 
21435 21436 19 
21212 21437 17 
21436 21437 14 
21213 21438 14 
21437 21438 13 
21214 21439 10 
21438 21439 12 
21215 21440 11 
21439 21440 17 
21216 21441 18 
21440 21441 16 
21217 21442 19 
21441 21442 15 
21218 21443 12 
21442 21443 19 
21219 21444 16 
21443 21444 20 
21220 21445 16 
21444 21445 14 
21221 21446 16 
21445 21446 20 
21222 21447 20 
21446 21447 13 
21223 21448 13 
21447 21448 19 
21224 21449 20 
21448 21449 14 
21225 21450 12 
21449 21450 11 
21226 21451 16 
21450 21451 19 
21227 21452 11 
21451 21452 16 
21228 21453 13 
21452 21453 15 
21229 21454 20 
21453 21454 17 
21230 21455 19 
21454 21455 11 
21231 21456 18 
21455 21456 18 
21232 21457 16 
21456 21457 11 
21233 21458 14 
21457 21458 10 
21234 21459 18 
21458 21459 14 
21235 21460 14 
21459 21460 14 
21236 21461 18 
21460 21461 13 
21237 21462 12 
21461 21462 17 
21238 21463 20 
21462 21463 11 
21239 21464 11 
21463 21464 18 
21240 21465 11 
21464 21465 17 
21241 21466 16 
21465 21466 20 
21242 21467 19 
21466 21467 12 
21243 21468 16 
21467 21468 18 
21244 21469 12 
21468 21469 18 
21245 21470 12 
21469 21470 11 
21246 21471 20 
21470 21471 19 
21247 21472 20 
21471 21472 17 
21248 21473 18 
21472 21473 20 
21249 21474 13 
21473 21474 10 
21250 21475 16 
21474 21475 12 
21251 21476 10 
21475 21476 16 
21252 21477 20 
21253 21478 15 
21477 21478 19 
21254 21479 16 
21478 21479 19 
21255 21480 17 
21479 21480 17 
21256 21481 13 
21480 21481 16 
21257 21482 18 
21481 21482 12 
21258 21483 17 
21482 21483 18 
21259 21484 11 
21483 21484 10 
21260 21485 10 
21484 21485 11 
21261 21486 12 
21485 21486 15 
21262 21487 19 
21486 21487 19 
21263 21488 19 
21487 21488 14 
21264 21489 16 
21488 21489 16 
21265 21490 18 
21489 21490 10 
21266 21491 11 
21490 21491 14 
21267 21492 16 
21491 21492 16 
21268 21493 18 
21492 21493 11 
21269 21494 18 
21493 21494 11 
21270 21495 19 
21494 21495 10 
21271 21496 10 
21495 21496 10 
21272 21497 10 
21496 21497 18 
21273 21498 10 
21497 21498 10 
21274 21499 20 
21498 21499 10 
21275 21500 10 
21499 21500 12 
21276 21501 15 
21500 21501 10 
21277 21502 11 
21501 21502 19 
21278 21503 14 
21502 21503 14 
21279 21504 16 
21503 21504 18 
21280 21505 18 
21504 21505 15 
21281 21506 14 
21505 21506 10 
21282 21507 10 
21506 21507 10 
61340 21507 15 
21285 21508 14 
61306 21508 18 
21286 21509 16 
21508 21509 13 
21287 21510 19 
21509 21510 12 
21288 21511 12 
21510 21511 19 
21289 21512 15 
21511 21512 20 
21290 21513 18 
21512 21513 15 
61346 21514 12 
21513 21514 12 
61345 21515 17 
21514 21515 11 
61344 21516 14 
21515 21516 15 
61305 21516 15 
21294 21517 16 
61302 21517 20 
21295 21518 18 
21517 21518 16 
21296 21519 16 
21518 21519 14 
61301 21519 16 
21297 21520 19 
61300 21520 14 
21298 21521 18 
21520 21521 18 
21299 21522 15 
21521 21522 12 
21300 21523 13 
21522 21523 11 
21301 21524 17 
21523 21524 15 
21302 21525 13 
21524 21525 13 
21303 21526 15 
21525 21526 11 
21304 21527 20 
21526 21527 14 
21305 21528 10 
21527 21528 11 
21306 21529 18 
21528 21529 18 
21307 21530 16 
21529 21530 10 
21308 21531 19 
21530 21531 12 
21309 21532 10 
21531 21532 16 
21310 21533 14 
21532 21533 18 
21311 21534 20 
21533 21534 15 
21312 21535 13 
21534 21535 16 
21313 21536 16 
21535 21536 10 
21314 21537 13 
21536 21537 11 
21315 21538 16 
21537 21538 14 
21316 21539 13 
21538 21539 11 
21317 21540 19 
21539 21540 19 
21318 21541 15 
21540 21541 17 
21319 21542 20 
21541 21542 14 
21320 21543 13 
21542 21543 14 
21321 21544 17 
21543 21544 12 
21322 21545 14 
21544 21545 15 
21323 21546 10 
21545 21546 14 
21324 21547 15 
21546 21547 17 
21325 21548 16 
21547 21548 16 
21326 21549 17 
21548 21549 12 
21327 21550 13 
21549 21550 12 
21328 21551 11 
21550 21551 11 
21329 21552 19 
21551 21552 18 
21330 21553 11 
21552 21553 17 
21331 21554 14 
21553 21554 15 
21332 21555 12 
21554 21555 11 
21333 21556 17 
21555 21556 20 
21334 21557 12 
21556 21557 11 
21335 21558 13 
21557 21558 10 
21336 21559 14 
21558 21559 11 
21337 21560 20 
21559 21560 10 
21338 21561 19 
21560 21561 14 
21339 21562 14 
21561 21562 18 
21340 21563 16 
21562 21563 20 
21341 21564 11 
21563 21564 11 
21342 21565 11 
21564 21565 15 
21343 21566 12 
21565 21566 20 
21344 21567 17 
21566 21567 14 
21345 21568 18 
21567 21568 15 
21346 21569 20 
21568 21569 18 
21347 21570 13 
21569 21570 12 
21348 21571 11 
21570 21571 13 
21349 21572 12 
21571 21572 17 
21350 21573 11 
21572 21573 16 
21351 21574 20 
21573 21574 12 
21352 21575 12 
21574 21575 20 
21353 21576 13 
21575 21576 11 
21354 21577 19 
21576 21577 15 
21355 21578 16 
21577 21578 19 
21356 21579 20 
21578 21579 10 
21357 21580 18 
21579 21580 16 
21358 21581 19 
21580 21581 14 
21359 21582 12 
21581 21582 10 
21360 21583 13 
21582 21583 12 
21361 21584 12 
21583 21584 16 
21362 21585 20 
21584 21585 17 
21363 21586 15 
21585 21586 18 
21364 21587 19 
21586 21587 11 
21365 21588 10 
21587 21588 12 
21366 21589 20 
21588 21589 15 
21367 21590 14 
21589 21590 18 
21368 21591 15 
21590 21591 17 
21369 21592 12 
21591 21592 20 
21370 21593 17 
21592 21593 19 
21371 21594 13 
21593 21594 15 
21372 21595 10 
21594 21595 17 
21373 21596 18 
21595 21596 19 
21374 21597 16 
21596 21597 15 
21375 21598 11 
21597 21598 13 
21376 21599 16 
21598 21599 12 
21377 21600 14 
21599 21600 18 
21378 21601 12 
21600 21601 10 
21379 21602 15 
21601 21602 16 
21380 21603 15 
21602 21603 18 
21381 21604 20 
21603 21604 15 
21382 21605 11 
21604 21605 19 
21383 21606 20 
21605 21606 11 
21384 21607 10 
21606 21607 19 
21385 21608 10 
21607 21608 16 
21386 21609 13 
21608 21609 17 
21387 21610 20 
21609 21610 15 
21388 21611 19 
21610 21611 11 
21389 21612 20 
21611 21612 13 
21390 21613 17 
21612 21613 13 
21391 21614 20 
21613 21614 10 
21392 21615 12 
21614 21615 18 
21393 21616 18 
21615 21616 11 
21394 21617 16 
21616 21617 12 
21395 21618 11 
21617 21618 15 
21396 21619 18 
21618 21619 10 
21397 21620 19 
21619 21620 17 
21398 21621 12 
21620 21621 11 
21399 21622 11 
21621 21622 15 
21400 21623 15 
21622 21623 17 
21401 21624 18 
21623 21624 18 
21402 21625 12 
21624 21625 17 
21403 21626 17 
21625 21626 20 
21404 21627 20 
21626 21627 20 
21405 21628 13 
21627 21628 18 
21406 21629 19 
21628 21629 19 
21407 21630 20 
21629 21630 16 
21408 21631 10 
21630 21631 20 
21409 21632 19 
21631 21632 17 
21410 21633 17 
21632 21633 10 
21411 21634 10 
21633 21634 18 
21412 21635 20 
21634 21635 16 
21413 21636 16 
21635 21636 15 
21414 21637 12 
21636 21637 19 
21415 21638 10 
21637 21638 15 
21416 21639 18 
21638 21639 10 
21417 21640 16 
21639 21640 18 
21418 21641 19 
21640 21641 18 
21419 21642 19 
21641 21642 12 
21420 21643 17 
21642 21643 13 
21421 21644 16 
21643 21644 11 
21422 21645 20 
21644 21645 19 
21423 21646 12 
21645 21646 17 
21424 21647 10 
21646 21647 15 
21425 21648 10 
21647 21648 14 
21426 21649 13 
21648 21649 15 
21427 21650 16 
21649 21650 18 
21428 21651 15 
21650 21651 18 
21429 21652 14 
21651 21652 16 
21430 21653 12 
21652 21653 12 
21431 21654 13 
21653 21654 12 
21432 21655 15 
21654 21655 16 
21433 21656 19 
21655 21656 12 
21434 21657 15 
21656 21657 16 
21435 21658 11 
21657 21658 10 
21436 21659 18 
21658 21659 19 
21437 21660 14 
21659 21660 19 
21438 21661 19 
21660 21661 17 
21439 21662 17 
21661 21662 10 
21440 21663 19 
21662 21663 10 
21441 21664 12 
21663 21664 13 
21442 21665 13 
21664 21665 16 
21443 21666 20 
21665 21666 14 
21444 21667 19 
21666 21667 12 
21445 21668 17 
21667 21668 18 
21446 21669 17 
21668 21669 20 
21447 21670 12 
21669 21670 15 
21448 21671 20 
21670 21671 17 
21449 21672 12 
21671 21672 11 
21450 21673 20 
21672 21673 15 
21451 21674 14 
21673 21674 20 
21452 21675 15 
21674 21675 12 
21453 21676 15 
21675 21676 20 
21454 21677 20 
21676 21677 20 
21455 21678 11 
21677 21678 15 
21456 21679 20 
21678 21679 16 
21457 21680 14 
21679 21680 20 
21458 21681 19 
21680 21681 15 
21459 21682 14 
21681 21682 18 
21460 21683 15 
21682 21683 19 
21461 21684 10 
21683 21684 14 
21462 21685 18 
21684 21685 10 
21463 21686 16 
21685 21686 13 
21464 21687 13 
21686 21687 13 
21465 21688 16 
21687 21688 11 
21466 21689 14 
21688 21689 17 
21467 21690 14 
21689 21690 16 
21468 21691 16 
21690 21691 17 
21469 21692 14 
21691 21692 12 
21470 21693 19 
21692 21693 12 
21471 21694 16 
21693 21694 13 
21472 21695 12 
21694 21695 17 
21473 21696 15 
21695 21696 14 
21474 21697 16 
21696 21697 14 
21475 21698 11 
21697 21698 17 
21476 21699 14 
21698 21699 17 
21477 21700 20 
21478 21701 19 
21700 21701 10 
21479 21702 20 
21701 21702 10 
21480 21703 11 
21702 21703 20 
21481 21704 18 
21703 21704 12 
21482 21705 14 
21704 21705 16 
21483 21706 13 
21705 21706 11 
21484 21707 20 
21706 21707 19 
21485 21708 14 
21707 21708 14 
21486 21709 17 
21708 21709 12 
21487 21710 16 
21709 21710 14 
21488 21711 15 
21710 21711 18 
21489 21712 15 
21711 21712 20 
21490 21713 11 
21712 21713 19 
21491 21714 20 
21713 21714 16 
21492 21715 14 
21714 21715 20 
21493 21716 18 
21715 21716 10 
21494 21717 10 
21716 21717 15 
21495 21718 19 
21717 21718 20 
21496 21719 12 
21718 21719 16 
21497 21720 12 
21719 21720 18 
21498 21721 19 
21720 21721 20 
21499 21722 18 
21721 21722 16 
21500 21723 19 
21722 21723 12 
21501 21724 10 
21723 21724 12 
21502 21725 12 
21724 21725 11 
21503 21726 19 
21725 21726 20 
21504 21727 19 
21726 21727 18 
21505 21728 13 
21727 21728 18 
21506 21729 17 
21728 21729 19 
21507 21730 20 
21729 21730 17 
61299 21730 20 
21508 21731 13 
61265 21731 10 
61225 21731 13 
21509 21732 19 
21731 21732 16 
61224 21732 20 
21510 21733 15 
21732 21733 11 
61223 21733 11 
21511 21734 14 
21733 21734 11 
21512 21735 18 
21734 21735 16 
21513 21736 15 
21735 21736 19 
21514 21737 16 
21736 21737 13 
21515 21738 12 
21737 21738 19 
21516 21739 14 
21738 21739 10 
61305 21740 17 
21739 21740 18 
61304 21741 16 
21740 21741 17 
61264 21741 14 
21517 21742 16 
61263 21742 16 
61220 21742 16 
21518 21743 19 
21742 21743 20 
21519 21744 13 
21743 21744 13 
61262 21744 16 
21520 21745 20 
61261 21745 18 
21521 21746 16 
21745 21746 10 
21522 21747 13 
21746 21747 14 
21523 21748 19 
21747 21748 15 
21524 21749 18 
21748 21749 15 
21525 21750 11 
21749 21750 13 
21526 21751 16 
21750 21751 20 
21527 21752 15 
21751 21752 16 
21528 21753 11 
21752 21753 16 
21529 21754 13 
21753 21754 18 
21530 21755 15 
21754 21755 20 
21531 21756 19 
21755 21756 14 
21532 21757 15 
21756 21757 15 
21533 21758 18 
21757 21758 10 
21534 21759 16 
21758 21759 16 
21535 21760 17 
21759 21760 16 
21536 21761 19 
21760 21761 14 
21537 21762 19 
21761 21762 13 
21538 21763 18 
21762 21763 14 
21539 21764 16 
21763 21764 14 
21540 21765 17 
21764 21765 13 
21541 21766 14 
21765 21766 18 
21542 21767 12 
21766 21767 14 
21543 21768 19 
21767 21768 14 
21544 21769 14 
21768 21769 10 
21545 21770 13 
21769 21770 15 
21546 21771 18 
21770 21771 15 
21547 21772 20 
21771 21772 10 
21548 21773 16 
21772 21773 17 
21549 21774 17 
21773 21774 18 
21550 21775 13 
21774 21775 18 
21551 21776 16 
21775 21776 10 
21552 21777 12 
21776 21777 14 
21553 21778 19 
21777 21778 13 
21554 21779 16 
21778 21779 13 
21555 21780 10 
21779 21780 15 
21556 21781 19 
21780 21781 19 
21557 21782 16 
21781 21782 12 
21558 21783 16 
21782 21783 17 
21559 21784 11 
21783 21784 20 
21560 21785 16 
21784 21785 18 
21561 21786 16 
21785 21786 15 
21562 21787 11 
21786 21787 14 
21563 21788 19 
21787 21788 20 
21564 21789 14 
21788 21789 19 
21565 21790 14 
21789 21790 13 
21566 21791 17 
21790 21791 10 
21567 21792 12 
21791 21792 14 
21568 21793 17 
21792 21793 11 
21569 21794 11 
21793 21794 15 
21570 21795 11 
21794 21795 16 
21571 21796 10 
21795 21796 12 
21572 21797 20 
21796 21797 11 
21573 21798 19 
21797 21798 15 
21574 21799 11 
21798 21799 19 
21575 21800 13 
21799 21800 18 
21576 21801 12 
21800 21801 19 
21577 21802 16 
21801 21802 14 
21578 21803 11 
21802 21803 14 
21579 21804 10 
21803 21804 18 
21580 21805 19 
21804 21805 10 
21581 21806 17 
21805 21806 15 
21582 21807 14 
21806 21807 17 
21583 21808 11 
21807 21808 10 
21584 21809 20 
21808 21809 19 
21585 21810 12 
21809 21810 14 
21586 21811 20 
21810 21811 17 
21587 21812 19 
21811 21812 13 
21588 21813 20 
21812 21813 15 
21589 21814 12 
21813 21814 17 
21590 21815 20 
21814 21815 16 
21591 21816 14 
21815 21816 17 
21592 21817 10 
21816 21817 15 
21593 21818 15 
21817 21818 14 
21594 21819 20 
21818 21819 11 
21595 21820 20 
21819 21820 10 
21596 21821 12 
21820 21821 14 
21597 21822 11 
21821 21822 19 
21598 21823 10 
21822 21823 12 
21599 21824 19 
21823 21824 15 
21600 21825 15 
21824 21825 19 
21601 21826 18 
21825 21826 19 
21602 21827 11 
21826 21827 15 
21603 21828 15 
21827 21828 14 
21604 21829 16 
21828 21829 15 
21605 21830 19 
21829 21830 19 
21606 21831 20 
21830 21831 17 
21607 21832 17 
21831 21832 10 
21608 21833 20 
21832 21833 13 
21609 21834 10 
21833 21834 17 
21610 21835 14 
21834 21835 17 
21611 21836 18 
21835 21836 13 
21612 21837 18 
21836 21837 12 
21613 21838 17 
21837 21838 20 
21614 21839 14 
21838 21839 20 
21615 21840 14 
21839 21840 17 
21616 21841 13 
21840 21841 10 
21617 21842 19 
21841 21842 15 
21618 21843 17 
21842 21843 16 
21619 21844 15 
21843 21844 13 
21620 21845 13 
21844 21845 17 
21621 21846 19 
21845 21846 11 
21622 21847 18 
21846 21847 20 
21623 21848 10 
21847 21848 12 
21624 21849 16 
21848 21849 11 
21625 21850 10 
21849 21850 11 
21626 21851 14 
21850 21851 13 
21627 21852 15 
21851 21852 18 
21628 21853 19 
21852 21853 19 
21629 21854 14 
21853 21854 17 
21630 21855 17 
21854 21855 18 
21631 21856 12 
21855 21856 11 
21632 21857 11 
21856 21857 11 
21633 21858 17 
21857 21858 12 
21634 21859 16 
21858 21859 13 
21635 21860 12 
21859 21860 16 
21636 21861 17 
21860 21861 15 
21637 21862 19 
21861 21862 14 
21638 21863 16 
21862 21863 19 
21639 21864 19 
21863 21864 19 
21640 21865 19 
21864 21865 15 
21641 21866 13 
21865 21866 11 
21642 21867 20 
21866 21867 16 
21643 21868 13 
21867 21868 13 
21644 21869 19 
21868 21869 10 
21645 21870 16 
21869 21870 15 
21646 21871 18 
21870 21871 20 
21647 21872 15 
21871 21872 10 
21648 21873 14 
21872 21873 16 
21649 21874 20 
21873 21874 14 
21650 21875 20 
21874 21875 20 
21651 21876 15 
21875 21876 10 
21652 21877 12 
21876 21877 10 
21653 21878 19 
21877 21878 18 
21654 21879 20 
21878 21879 15 
21655 21880 15 
21879 21880 15 
21656 21881 13 
21880 21881 12 
21657 21882 11 
21881 21882 19 
21658 21883 19 
21882 21883 16 
21659 21884 17 
21883 21884 10 
21660 21885 19 
21884 21885 17 
21661 21886 11 
21885 21886 13 
21662 21887 16 
21886 21887 11 
21663 21888 18 
21887 21888 17 
21664 21889 14 
21888 21889 11 
21665 21890 11 
21889 21890 16 
21666 21891 15 
21890 21891 12 
21667 21892 20 
21891 21892 14 
21668 21893 18 
21892 21893 16 
21669 21894 20 
21893 21894 13 
21670 21895 19 
21894 21895 10 
21671 21896 17 
